Datetime,Hash,Commit Msg,Filename,Removed Test Case,Manual Validation,Final Results,Ajay Manual Validation,Suraj Manual Validation,Ajay Comments,Suraj Comments
,,,,testSupport3Points,yes,yes,yes,yes,,deleted with source code
,,,,testRandom,yes,yes,yes,yes,,deleted with source code
02/16/2014 6:19:51,e8d0d4c1ddb40c7752fd4ac6a70ee619323deb4d,"[MATH-749] Remove GrahamScan, GiftWrap, make MonotoneChain more robust wrt collinear points, add ConvergenceException in case the specified tolerance results in a non-convex hull.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1568752 13f79535-47bb-0310-9956-ffa450edef68",GrahamScanTest.java,testIdenticalPointsRandom,yes,yes,yes,yes,missing a test,
02/18/2014 8:31:34,7460c082a39251193108da52ce05e63f3e3796d1,"Separate least squares algorithm from problem.

The least squares package now has two main interfaces LeastSquaresOptimizer and
LeastSquaresProblem, where the optimizer can be applied to the problem.

In this commit all of the test cases pass with one change (annotated) to
LevenbergMarquardt.testControlParameters(). The tests for Gauss Newton were
expanded to cover using the QR decomposition, which revealed a QR default
tolerance discrepancy.

A factory and a mutable builder were create for LeastSquaresProblem.

This commit is a backport of Evan Ward github commit
 https://github.com/wardev/commons-math/commit/7e9a15efb535b91afad9d8275eb2864ea2295ab4
into the current development version.

Conflicts:
	src/main/java/org/apache/commons/math3/fitting/leastsquares/AbstractLeastSquaresOptimizer.java
	src/main/java/org/apache/commons/math3/fitting/leastsquares/GaussNewtonOptimizer.java
	src/main/java/org/apache/commons/math3/optim/AbstractOptimizer.java
	src/test/java/org/apache/commons/math3/fitting/leastsquares/AbstractLeastSquaresOptimizerAbstractTest.java
	src/test/java/org/apache/commons/math3/fitting/leastsquares/GaussNewtonOptimizerTest.java
	src/test/java/org/apache/commons/math3/fitting/leastsquares/LevenbergMarquardtOptimizerTest.java

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1569342 13f79535-47bb-0310-9956-ffa450edef68",AbstractLeastSquaresOptimizerAbstractTest.java,testShallowCopy,yes,yes,yes,yes,,
,,,GaussNewtonOptimizerTest.java,testShallowCopy,yes,yes,yes,yes,,
,,,LevenbergMarquardtOptimizerTest.java,testShallowCopy,yes,yes,yes,yes,,
02/18/2014 8:33:28,57096ad696cc088ff94f6b7e81dac1e068df2c3c,"JUnit directly executes least squares tests
    
Previously JUnit would make the call to test a specific optimizer, and
then that method would call all of the individual test cases relevant to
that optimizer.,Now JUnit will directly call each individual test case.
    
The same test coverage is preserved. The GaussNewtonOptimizerTest is
split into two classes, one for each decomposition algorithm it can use.
There is a significant amount of duplicated code between
GaussNewtonOptimizerWithLUTest and GaussNewtonOptimizerWithQRTest.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1569359 13f79535-47bb-0310-9956-ffa450edef68",GaussNewtonOptimizerWithLUTest.java,testGaussNewtonLU,conflict,no,no,yes,,
,,,,testGaussNewtonQR,yes,yes,yes,yes,,
,,,LevenbergMarquardtOptimizerTest.java,testLevenberMarquardtOptimizer,yes,yes,yes,yes,,
02/19/2014 14:31:47,1a6879a0023a2892323221622e0d1e759613c68f,"Make QR in GaussNewton faster and more accurate

Re-factored the code in GaussNewtonOptimizer so that the decomposition
algorithm sees the Jacobian and residuals instead of the normal
equation. This lets the QR algorithm operate directly on the Jacobian
matrix, which is faster and less sensitive to numerical errors. As a
result, one test case that threw a singular matrix exception now passes
with the QR decomposition.

The refactoring also include a speed improvement when computing the
normal matrix for the LU decomposition. Since the normal matrix is
symmetric only half of is computed, which results in a factor of 2 speed
up in computing the normal matrix for problems with many more
measurements than states.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1569905 13f79535-47bb-0310-9956-ffa450edef68",GaussNewtonOptimizerWithQRTest.java,testMoreEstimatedParametersSimple,yes,yes,yes,yes,,
02/20/2014 10:16:19,a9d0cc42fe5ef7fe35256bff4844b9f1b6d347e1,"Relaxed specification for function mapping on vectors.

JIRA: MATH-821

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1570254 13f79535-47bb-0310-9956-ffa450edef68",SparseRealVectorTest.java,testMap,yes,yes,yes,yes,,empty test
,,,,testMapToSelf,yes,yes,yes,yes,,empty test
07/13/2014 3:52:29,1744e2803f1600761afb2ea8a91a7fd12f7fbc94,"Factored Kth selector and pivoting strategy out from Percentile.

Thanks to Venkatesha Murthy for the patch.

JIRA: MATH-1120

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1610141 13f79535-47bb-0310-9956-ffa450edef68",PercentileTest.java,testSetNullPivotingStrategy,yes,yes,yes,yes,,not significant; no test clauses
07/26/2014 15:51:41,f25a61670e378dd7f24ac45f55df00632979192e,"Modified KolmogorovSmirnovTest cdf computation to use the Pelz-Good
approximation (per Simard-L'Ecuyer) for n > 140.  Removed R reference tests, as
our implementation is now different (but should be more accurate)
for the n values covered by the tests.
Also added a PI_SQUARED constant to MathUtils.
JIRA: MATH-1131



git-svn-id: https://svn.apache.org/repos/asf/commons/proper/math/trunk@1613723 13f79535-47bb-0310-9956-ffa450edef68",KolmogorovSmirnovTestTest.java,testCumulativeDensityFunction,conflict,no,no,yes,,
10/15/2014 9:15:14,d8bfc8c8f8864f9c22e0409780d5dd3fb30497ff,"MATH-1138 #comment Implemented new BiCubicSplineInterpolator,  supporting Akima Spline Interpolator and updated tests",BicubicSplineInterpolatingFunctionTest.java,testPlane,yes,yes,yes,yes,,
,,,,testParaboloid,yes,yes,yes,yes,,
,,,,testSplinePartialDerivatives,yes,yes,yes,yes,,
,,,,testMatchingPartialDerivatives,yes,yes,yes,yes,,
,,,,testInterpolation1,no,no,no,no,,issue with tool?
,,,,testInterpolation2,no,no,no,no,,
,,,,testIsValidPoint,yes,yes,yes,yes,,
02/19/2015 2:25:46,2c94388179fd38bc95e3b47af96666493027f57d,Remove deprecated stat.clustering package.,DBSCANClustererTest.java,testCluster,yes,yes,yes,yes,,
,,,,testSingleLink,yes,yes,yes,yes,,
,,,,testGetEps,yes,yes,yes,yes,,
,,,,testGetMinPts,yes,yes,yes,yes,,
,,,,testNegativeEps,yes,yes,yes,yes,,
,,,,testNegativeMinPts,yes,yes,yes,yes,,
,,,,testNullDataset,yes,yes,yes,yes,,
,,,EuclideanDoublePointTest.java,testArrayIsReference,yes,yes,yes,yes,,
,,,,testDistance,yes,yes,yes,yes,,
,,,,testCentroid,yes,yes,yes,yes,,
,,,,testSerial,yes,yes,yes,yes,,
,,,EuclideanIntegerPointTest.java,testArrayIsReference,yes,yes,yes,yes,,
,,,,testDistance,yes,yes,yes,yes,,
,,,,testCentroid,yes,yes,yes,yes,,
,,,,testSerial,yes,yes,yes,yes,,
,,,KMeansPlusPlusClustererTest.java,dimension2,yes,yes,yes,yes,,
,,,,testPerformClusterAnalysisDegenerate,yes,yes,yes,yes,,
,,,,testCertainSpace,yes,yes,yes,yes,,
,,,,testSmallDistances,yes,yes,yes,yes,,
,,,,testPerformClusterAnalysisToManyClusters,yes,yes,yes,yes,,
02/19/2015 2:52:49,6e368658c4e055240fbc1da53f2972c291af7395,Remove deprecated method medianOf3 in Percentile.,PercentileTest.java,testMedianOf3,yes,yes,yes,yes,,
02/19/2015 3:01:34,6d50174baa3fa3c21ad8d20fa6f3c0a62cf74394,Remove deprecated classes in package geometry.partitioning.utilities.,AVLTreeTest.java,testInsert,yes,yes,yes,yes,,
,,,,testDelete1,yes,yes,yes,yes,,
,,,,testNavigation,yes,yes,yes,yes,,
,,,,testSearch,yes,yes,yes,yes,,
,,,,testRepetition,yes,yes,yes,yes,,
02/23/2015 16:03:35,e6fe53fdae66b16ed0f0d32d68b75e62925c4c71,Remove deprecated classes and methods.,LegendreGaussIntegratorTest.java,testSinFunction,yes,yes,yes,yes,,
,,,,testQuinticFunction,yes,yes,yes,yes,,
,,,,testExactIntegration,yes,yes,yes,yes,,
,,,,testIssue464,yes,yes,yes,yes,,
02/24/2015 16:07:58,4be09dfff27baf84c8c500e38e1a1e5a99f3f1a9,[MATH-437] Remove deprecated KS distribution.,KolmogorovSmirnovDistributionTest.java,testCumulativeDensityFunction,yes,yes,yes,yes,,
02/24/2015 16:08:40,ece7c6fc67c0d584f4884c5b17ddf491a397fdfe,[MATH-859] Remove deprecated isSupportXXXInclusive methods from RealDistribution.,EnumeratedRealDistributionTest.java,testIsSupportLowerBoundInclusive,yes,yes,yes,yes,,
,,,,testIsSupportUpperBoundInclusive,yes,yes,yes,yes,,
,,,RealDistributionAbstractTest.java,testIsSupportLowerBoundInclusive,yes,yes,yes,yes,,
,,,,testIsSupportUpperBoundInclusive,yes,yes,yes,yes,,
02/25/2015 15:34:53,b4669aad3f2185894db7d4fb84cbcc311c32e34d,Remove deprecated optimization package.,MultivariateDifferentiableMultiStartOptimizerTest.java,testCircleFitting,yes,yes,yes,yes,,
,,,MultivariateDifferentiableVectorMultiStartOptimizerTest.java,testTrivial,yes,yes,yes,yes,,
,,,,testNoOptimum,yes,yes,yes,yes,,
,,,MultivariateMultiStartOptimizerTest.java,testRosenbrock,yes,yes,yes,yes,,
,,,PointValuePairTest.java,testSerial,yes,yes,yes,yes,,
,,,PointVectorValuePairTest.java,testSerial,yes,yes,yes,yes,,
,,,SimplePointCheckerTest.java,testIterationCheckPrecondition,yes,yes,yes,yes,,
,,,,testIterationCheck,yes,yes,yes,yes,,
,,,,testIterationCheckDisabled,yes,yes,yes,yes,,
,,,SimpleValueCheckerTest.java,testIterationCheckPrecondition,yes,yes,yes,yes,,
,,,,testIterationCheck,yes,yes,yes,yes,,
,,,,testIterationCheckDisabled,yes,yes,yes,yes,,
,,,SimpleVectorValueCheckerTest.java,testIterationCheckPrecondition,yes,yes,yes,yes,,
,,,,testIterationCheck,yes,yes,yes,yes,,
,,,,testIterationCheckDisabled,yes,yes,yes,yes,,
,,,BOBYQAOptimizerTest.java,testInitOutOfBounds,yes,yes,yes,yes,,
,,,,testBoundariesDimensionMismatch,yes,yes,yes,yes,,
,,,,testProblemDimensionTooSmall,yes,yes,yes,yes,,
,,,,testMaxEvaluations,yes,yes,yes,yes,,
,,,,testRosen,yes,yes,yes,yes,,
,,,,testMaximize,yes,yes,yes,yes,,
,,,,testEllipse,yes,yes,yes,yes,,
,,,,testElliRotated,yes,yes,yes,yes,,
,,,,testCigar,yes,yes,yes,yes,,
,,,,testTwoAxes,yes,yes,yes,yes,,
,,,,testCigTab,yes,yes,yes,yes,,
,,,,testSphere,yes,yes,yes,yes,,
,,,,testTablet,yes,yes,yes,yes,,
,,,,testDiffPow,yes,yes,yes,yes,,
,,,,testSsDiffPow,yes,yes,yes,yes,,
,,,,testAckley,yes,yes,yes,yes,,
,,,,testRastrigin,yes,yes,yes,yes,,
,,,,testConstrainedRosen,yes,yes,yes,yes,,
,,,,testConstrainedRosenWithMoreInterpolationPoints,yes,yes,yes,yes,,
,,,CMAESOptimizerTest.java,testInitOutofbounds1,yes,yes,yes,yes,,
,,,,testInitOutofbounds2,yes,yes,yes,yes,,
,,,,testBoundariesDimensionMismatch,yes,yes,yes,yes,,
,,,,testInputSigmaNegative,yes,yes,yes,yes,,
,,,,testInputSigmaOutOfRange,yes,yes,yes,yes,,
,,,,testInputSigmaDimensionMismatch,yes,yes,yes,yes,,
,,,,testRosen,yes,yes,yes,yes,,
,,,,testMaximize,yes,yes,yes,yes,,
,,,,testEllipse,yes,yes,yes,yes,,
,,,,testElliRotated,yes,yes,yes,yes,,
,,,,testCigar,yes,yes,yes,yes,,
,,,,testCigarWithBoundaries,yes,yes,yes,yes,,
,,,,testTwoAxes,yes,yes,yes,yes,,
,,,,testCigTab,yes,yes,yes,yes,,
,,,,testSphere,yes,yes,yes,yes,,
,,,,testTablet,yes,yes,yes,yes,,
,,,,testDiffPow,yes,yes,yes,yes,,
,,,,testSsDiffPow,yes,yes,yes,yes,,
,,,,testAckley,yes,yes,yes,yes,,
,,,,testRastrigin,yes,yes,yes,yes,,
,,,,testConstrainedRosen,yes,yes,yes,yes,,
,,,,testDiagonalRosen,yes,yes,yes,yes,,
,,,,testMath864,yes,yes,yes,yes,,
,,,,testFitAccuracyDependsOnBoundary,yes,yes,yes,yes,,
,,,MultivariateFunctionMappingAdapterTest.java,testStartSimplexInsideRange,yes,yes,yes,yes,,
,,,,testOptimumOutsideRange,yes,yes,yes,yes,,
,,,,testUnbounded,yes,yes,yes,yes,,
,,,,testHalfBounded,yes,yes,yes,yes,,
,,,MultivariateFunctionPenaltyAdapterTest.java,testStartSimplexInsideRange,yes,yes,yes,yes,,
,,,,testStartSimplexOutsideRange,yes,yes,yes,yes,,
,,,,testOptimumOutsideRange,yes,yes,yes,yes,,
,,,,testUnbounded,yes,yes,yes,yes,,
,,,,testHalfBounded,yes,yes,yes,yes,,
,,,PowellOptimizerTest.java,testSumSinc,yes,yes,yes,yes,,
,,,,testQuadratic,yes,yes,yes,yes,,
,,,,testMaximizeQuadratic,yes,yes,yes,yes,,
,,,,testRelativeToleranceOnScaledValues,yes,yes,yes,yes,,
,,,SimplexOptimizerMultiDirectionalTest.java,testMinimize1,yes,yes,yes,yes,,
,,,,testMinimize2,yes,yes,yes,yes,,
,,,,testMaximize1,yes,yes,yes,yes,,
,,,,testMaximize2,yes,yes,yes,yes,,
,,,,testRosenbrock,yes,yes,yes,yes,,
,,,,testPowell,yes,yes,yes,yes,,
,,,,testMath283,yes,yes,yes,yes,,
,,,SimplexOptimizerNelderMeadTest.java,testMinimize1,yes,yes,yes,yes,,
,,,,testMinimize2,yes,yes,yes,yes,,
,,,,testMaximize1,yes,yes,yes,yes,,
,,,,testMaximize2,yes,yes,yes,yes,,
,,,,testRosenbrock,yes,yes,yes,yes,,
,,,,testPowell,yes,yes,yes,yes,,
,,,,testLeastSquares1,yes,yes,yes,yes,,
,,,,testLeastSquares2,yes,yes,yes,yes,,
,,,,testLeastSquares3,yes,yes,yes,yes,,
,,,,testMaxIterations,yes,yes,yes,yes,,
,,,CurveFitterTest.java,testMath303,yes,yes,yes,yes,,
,,,,testMath304,yes,yes,yes,yes,,
,,,,testMath372,yes,yes,yes,yes,,
,,,GaussianFitterTest.java,testFit01,yes,yes,yes,yes,,
,,,,testFit02,yes,yes,yes,yes,,
,,,,testFit03,yes,yes,yes,yes,,
,,,,testFit04,yes,yes,yes,yes,,
,,,,testFit05,yes,yes,yes,yes,,
,,,,testFit06,yes,yes,yes,yes,,
,,,,testFit07,yes,yes,yes,yes,,
,,,,testMath519,yes,yes,yes,yes,,
,,,,testMath798,yes,yes,yes,yes,,
,,,HarmonicFitterTest.java,testPreconditions1,yes,yes,yes,yes,,
,,,,testNoError,yes,yes,yes,yes,,
,,,,test1PercentError,yes,yes,yes,yes,,
,,,,testTinyVariationsData,yes,yes,yes,yes,,
,,,,testInitialGuess,yes,yes,yes,yes,,
,,,,testUnsorted,yes,yes,yes,yes,,
,,,,testMath844,yes,yes,yes,yes,,
,,,PolynomialFitterTest.java,testFit,yes,yes,yes,yes,,
,,,,testNoError,yes,yes,yes,yes,,
,,,,testSmallError,yes,yes,yes,yes,,
,,,,testMath798,yes,yes,yes,yes,,
,,,,testMath798WithToleranceTooLow,yes,yes,yes,yes,,
,,,,testMath798WithToleranceTooLowButNoException,yes,yes,yes,yes,,
,,,,testRedundantSolvable,yes,yes,yes,yes,,
,,,,testRedundantUnsolvable,yes,yes,yes,yes,,
,,,,testLargeSample,yes,yes,yes,yes,,
,,,AbstractLeastSquaresOptimizerAbstractTest.java,testTrivial,yes,yes,yes,yes,,
,,,,testQRColumnsPermutation,yes,yes,yes,yes,,
,,,,testNoDependency,yes,yes,yes,yes,,
,,,,testOneSet,yes,yes,yes,yes,,
,,,,testTwoSets,yes,yes,yes,yes,,
,,,,testNonInvertible,yes,yes,yes,yes,,
,,,,testIllConditioned,yes,yes,yes,yes,,
,,,,testMoreEstimatedParametersSimple,yes,yes,yes,yes,,
,,,,testMoreEstimatedParametersUnsorted,yes,yes,yes,yes,,
,,,,testRedundantEquations,yes,yes,yes,yes,,
,,,,testInconsistentEquations,yes,yes,yes,yes,,
,,,,testInconsistentSizes1,yes,yes,yes,yes,,
,,,,testInconsistentSizes2,yes,yes,yes,yes,,
,,,,testCircleFitting,yes,yes,yes,yes,,
,,,,testCircleFittingBadInit,yes,yes,yes,yes,,
,,,,testCircleFittingGoodInit,yes,yes,yes,yes,,
,,,,testKirby2,yes,yes,yes,yes,,
,,,,testHahn1,yes,yes,yes,yes,,
,,,AbstractLeastSquaresOptimizerTest.java,testGetChiSquare,yes,yes,yes,yes,,
,,,,testGetRMS,yes,yes,yes,yes,,
,,,,testComputeSigma,yes,yes,yes,yes,,
,,,GaussNewtonOptimizerTest.java,testMoreEstimatedParametersSimple,yes,yes,yes,yes,,
,,,,testMoreEstimatedParametersUnsorted,yes,yes,yes,yes,,
,,,,testMaxEvaluations,yes,yes,yes,yes,,
,,,,testCircleFittingBadInit,yes,yes,yes,yes,,
,,,,testHahn1,yes,yes,yes,yes,,
,,,LevenbergMarquardtOptimizerTest.java,testNonInvertible,yes,yes,yes,yes,,
,,,,testControlParameters,yes,yes,yes,yes,,
,,,,testMath199,yes,yes,yes,yes,,
,,,,testBevington,yes,yes,yes,yes,,
,,,,testCircleFitting2,yes,yes,yes,yes,,
,,,MinpackTest.java,testMinpackLinearFullRank,yes,yes,yes,yes,,
,,,,testMinpackLinearRank1,yes,yes,yes,yes,,
,,,,testMinpackLinearRank1ZeroColsAndRows,yes,yes,yes,yes,,
,,,,testMinpackRosenbrok,yes,yes,yes,yes,,
,,,,testMinpackHelicalValley,yes,yes,yes,yes,,
,,,,testMinpackPowellSingular,yes,yes,yes,yes,,
,,,,testMinpackFreudensteinRoth,yes,yes,yes,yes,,
,,,,testMinpackBard,yes,yes,yes,yes,,
,,,,testMinpackKowalikOsborne,yes,yes,yes,yes,,
,,,,testMinpackMeyer,yes,yes,yes,yes,,
,,,,testMinpackWatson,yes,yes,yes,yes,,
,,,,testMinpackBox3Dimensional,yes,yes,yes,yes,,
,,,,testMinpackJennrichSampson,yes,yes,yes,yes,,
,,,,testMinpackBrownDennis,yes,yes,yes,yes,,
,,,,testMinpackChebyquad,yes,yes,yes,yes,,
,,,,testMinpackBrownAlmostLinear,yes,yes,yes,yes,,
,,,,testMinpackOsborne1,yes,yes,yes,yes,,
,,,,testMinpackOsborne2,yes,yes,yes,yes,,
,,,NonLinearConjugateGradientOptimizerTest.java,testTrivial,yes,yes,yes,yes,,
,,,,testColumnsPermutation,yes,yes,yes,yes,,
,,,,testNoDependency,yes,yes,yes,yes,,
,,,,testOneSet,yes,yes,yes,yes,,
,,,,testTwoSets,yes,yes,yes,yes,,
,,,,testNonInversible,yes,yes,yes,yes,,
,,,,testIllConditioned,yes,yes,yes,yes,,
,,,,testMoreEstimatedParametersSimple,yes,yes,yes,yes,,
,,,,testMoreEstimatedParametersUnsorted,yes,yes,yes,yes,,
,,,,testRedundantEquations,yes,yes,yes,yes,,
,,,,testInconsistentEquations,yes,yes,yes,yes,,
,,,,testCircleFitting,yes,yes,yes,yes,,
,,,SimplexSolverTest.java,testMath828,yes,yes,yes,yes,,
,,,,testMath828Cycle,yes,yes,yes,yes,,
,,,,testMath781,yes,yes,yes,yes,,
,,,,testMath713NegativeVariable,yes,yes,yes,yes,,
,,,,testMath434NegativeVariable,yes,yes,yes,yes,,
,,,,testMath434UnfeasibleSolution,yes,yes,yes,yes,,
,,,,testMath434PivotRowSelection,yes,yes,yes,yes,,
,,,,testMath434PivotRowSelection2,yes,yes,yes,yes,,
,,,,testMath272,yes,yes,yes,yes,,
,,,,testMath286,yes,yes,yes,yes,,
,,,,testDegeneracy,yes,yes,yes,yes,,
,,,,testMath288,yes,yes,yes,yes,,
,,,,testMath290GEQ,yes,yes,yes,yes,,
,,,,testMath290LEQ,yes,yes,yes,yes,,
,,,,testMath293,yes,yes,yes,yes,,
,,,,testSimplexSolver,yes,yes,yes,yes,,
,,,,testSingleVariableAndConstraint,yes,yes,yes,yes,,
,,,,testModelWithNoArtificialVars,yes,yes,yes,yes,,
,,,,testMinimization,yes,yes,yes,yes,,
,,,,testSolutionWithNegativeDecisionVariable,yes,yes,yes,yes,,
,,,,testInfeasibleSolution,yes,yes,yes,yes,,
,,,,testUnboundedSolution,yes,yes,yes,yes,,
,,,,testRestrictVariablesToNonNegative,yes,yes,yes,yes,,
,,,,testEpsilon,yes,yes,yes,yes,,
,,,,testTrivialModel,yes,yes,yes,yes,,
,,,,testLargeModel,yes,yes,yes,yes,,
,,,SimplexTableauTest.java,testInitialization,yes,yes,yes,yes,,
,,,,testDropPhase1Objective,yes,yes,yes,yes,,
,,,,testTableauWithNoArtificialVars,yes,yes,yes,yes,,
,,,,testSerial,yes,yes,yes,yes,,
,,,BracketFinderTest.java,testCubicMin,yes,yes,yes,yes,,
,,,,testCubicMax,yes,yes,yes,yes,,
,,,,testMinimumIsOnIntervalBoundary,yes,yes,yes,yes,,
,,,,testIntervalBoundsOrdering,yes,yes,yes,yes,,
,,,BrentOptimizerTest.java,testSinMin,yes,yes,yes,yes,,
,,,,testSinMinWithValueChecker,yes,yes,yes,yes,,
,,,,testBoundaries,yes,yes,yes,yes,,
,,,,testQuinticMin,yes,yes,yes,yes,,
,,,,testQuinticMinStatistics,yes,yes,yes,yes,,
,,,,testQuinticMax,yes,yes,yes,yes,,
,,,,testMinEndpoints,yes,yes,yes,yes,,
,,,,testMath832,yes,yes,yes,yes,,
,,,,testKeepInitIfBest,yes,yes,yes,yes,,
,,,,testMath855,yes,yes,yes,yes,,
,,,SimpleUnivariateValueCheckerTest.java,testIterationCheckPrecondition,yes,yes,yes,yes,,
,,,,testIterationCheck,yes,yes,yes,yes,,
,,,,testIterationCheckDisabled,yes,yes,yes,yes,,
,,,UnivariateMultiStartOptimizerTest.java,testSinMin,yes,yes,yes,yes,,
,,,,testQuinticMin,yes,yes,yes,yes,,
,,,,testBadFunction,yes,yes,yes,yes,,
02/25/2015 16:02:30,0a5cd11327d50e5906fb4dc08bce5baea6b2d247,Remove deprecated interpolation and fitter classes.,BicubicSplineInterpolatingFunctionTest.java,testPreconditions,yes,yes,yes,yes,,
,,,,testPlane,yes,yes,yes,yes,,
,,,,testParaboloid,yes,yes,yes,yes,,
,,,,testSplinePartialDerivatives,yes,yes,yes,yes,,
,,,,testMatchingPartialDerivatives,yes,yes,yes,yes,,
,,,,testInterpolation1,yes,yes,yes,yes,,
,,,,testInterpolation2,yes,yes,yes,yes,,
,,,,testIsValidPoint,yes,yes,yes,yes,,
,,,BicubicSplineInterpolatorTest.java,testPreconditions,yes,yes,yes,yes,,
,,,,testInterpolation1,yes,yes,yes,yes,,
,,,,testInterpolation2,yes,yes,yes,yes,,
,,,SmoothingPolynomialBicubicSplineInterpolatorTest.java,testPreconditions,yes,yes,yes,yes,,
,,,,testPlane,yes,yes,yes,yes,,
,,,,testParaboloid,yes,yes,yes,yes,,
,,,TricubicSplineInterpolatingFunctionTest.java,testPreconditions,yes,yes,yes,yes,,
,,,,testPlane,yes,yes,yes,yes,,
,,,,testWave,yes,yes,yes,yes,,
,,,TricubicSplineInterpolatorTest.java,testPreconditions,yes,yes,yes,yes,,
,,,,testPlane,yes,yes,yes,yes,,
,,,,testWave,yes,yes,yes,yes,,
,,,NewtonSolverTest.java,testSinZero,yes,yes,yes,yes,,
,,,,testQuinticZero,yes,yes,yes,yes,,
,,,CurveFitterTest.java,testMath303,yes,yes,yes,yes,,
,,,,testMath304,yes,yes,yes,yes,,
,,,,testMath372,yes,yes,yes,yes,,
,,,GaussianFitterTest.java,testFit01,yes,yes,yes,yes,,
,,,,testFit02,yes,yes,yes,yes,,
,,,,testFit03,yes,yes,yes,yes,,
,,,,testFit04,yes,yes,yes,yes,,
,,,,testFit05,yes,yes,yes,yes,,
,,,,testFit06,yes,yes,yes,yes,,
,,,,testFit07,yes,yes,yes,yes,,
,,,,testMath519,yes,yes,yes,yes,,
,,,,testMath798,yes,yes,yes,yes,,
,,,HarmonicFitterTest.java,testPreconditions1,yes,yes,yes,yes,,
,,,,testNoError,yes,yes,yes,yes,,
,,,,test1PercentError,yes,yes,yes,yes,,
,,,,testTinyVariationsData,yes,yes,yes,yes,,
,,,,testInitialGuess,yes,yes,yes,yes,,
,,,,testUnsorted,yes,yes,yes,yes,,
,,,,testMath844,yes,yes,yes,yes,,
,,,PolynomialFitterTest.java,testFit,yes,yes,yes,yes,,
,,,,testNoError,yes,yes,yes,yes,,
,,,,testSmallError,yes,yes,yes,yes,,
,,,,testMath798,yes,yes,yes,yes,,
,,,,testMath798WithToleranceTooLow,yes,yes,yes,yes,,
,,,,testMath798WithToleranceTooLowButNoException,yes,yes,yes,yes,,
,,,,testRedundantSolvable,yes,yes,yes,yes,,
,,,,testRedundantUnsolvable,yes,yes,yes,yes,,
,,,,testLargeSample,yes,yes,yes,yes,,
03/10/2015 17:16:03,76b7413d2b1eb2dc22f05de5b76f9519be5142e0,[MATH-757] Removed broken and deprecated synchronization support in ResizableDoubleArray.,ResizableDoubleArrayTest.java,testMutators,yes,yes,yes,yes,,
04/11/2015 8:47:35,306fa74602973d8e6a5d542d43b13c9630408288,Remove deprecated interfaces/classes/methods in analysis package.,FunctionUtilsTest.java,testToDifferentiableUnivariateFunction,yes,yes,yes,yes,,
,,,,testToUnivariateDifferential,yes,yes,yes,yes,,
,,,,testToDifferentiableMultivariateFunction,yes,yes,yes,yes,,
,,,,testToMultivariateDifferentiableFunction,yes,yes,yes,yes,,
04/11/2015 9:05:10,e31fde875c6075ae3da9572c6f910cc29ceaf6c3,Remove deprecated classes in optim package.,MultiStartMultivariateVectorOptimizerTest.java,testGetOptimaBeforeOptimize,yes,yes,yes,yes,,
,,,,testTrivial,yes,yes,yes,yes,,
,,,,testIssue914,yes,yes,yes,yes,,
,,,,testNoOptimum,yes,yes,yes,yes,,
,,,AbstractLeastSquaresOptimizerAbstractTest.java,testGetIterations,yes,yes,yes,yes,,
,,,,testTrivial,yes,yes,yes,yes,,
,,,,testQRColumnsPermutation,yes,yes,yes,yes,,
,,,,testNoDependency,yes,yes,yes,yes,,
,,,,testOneSet,yes,yes,yes,yes,,
,,,,testTwoSets,yes,yes,yes,yes,,
,,,,testNonInvertible,yes,yes,yes,yes,,
,,,,testIllConditioned,yes,yes,yes,yes,,
,,,,testMoreEstimatedParametersSimple,yes,yes,yes,yes,,
,,,,testMoreEstimatedParametersUnsorted,yes,yes,yes,yes,,
,,,,testRedundantEquations,yes,yes,yes,yes,,
,,,,testInconsistentEquations,yes,yes,yes,yes,,
,,,,testInconsistentSizes1,yes,yes,yes,yes,,
,,,,testInconsistentSizes2,yes,yes,yes,yes,,
,,,,testCircleFitting,yes,yes,yes,yes,,
,,,,testCircleFittingBadInit,yes,yes,yes,yes,,
,,,,testCircleFittingGoodInit,yes,yes,yes,yes,,
,,,,testKirby2,yes,yes,yes,yes,,
,,,,testHahn1,yes,yes,yes,yes,,
,,,AbstractLeastSquaresOptimizerTest.java,testGetChiSquare,yes,yes,yes,yes,,
,,,,testGetRMS,yes,yes,yes,yes,,
,,,,testComputeSigma,yes,yes,yes,yes,,
,,,GaussNewtonOptimizerTest.java,testConstraintsUnsupported,yes,yes,yes,yes,,
,,,,testMoreEstimatedParametersSimple,yes,yes,yes,yes,,
,,,,testMoreEstimatedParametersUnsorted,yes,yes,yes,yes,,
,,,,testMaxEvaluations,yes,yes,yes,yes,,
,,,,testCircleFittingBadInit,yes,yes,yes,yes,,
,,,,testHahn1,yes,yes,yes,yes,,
,,,LevenbergMarquardtOptimizerTest.java,testConstraintsUnsupported,yes,yes,yes,yes,,
,,,,testNonInvertible,yes,yes,yes,yes,,
,,,,testControlParameters,yes,yes,yes,yes,,
