Datetime,Hash,Commit Msg,Filename,Removed Test Case,Manual Validation,Final Results,Ajay Manual Validation,Suraj Manual Validation,Ajay Comments,Suraj Comments
,,,,testPreciseYearDayType,yes,yes,yes,yes,,
,,,,testPreciseYearWeekType,yes,yes,yes,yes,,
,,,,testPreciseYearMonthType,yes,yes,yes,yes,,
,,,,testPreciseAllType,yes,yes,yes,yes,,
,,,,testMaskNullName,yes,yes,yes,yes,,
,,,,testAbstract,yes,yes,yes,yes,,
,,,TestPeriod_Basics.java,testAddTo5,conflict,no,no,yes,,
,,,,testToDurationMillis,yes,yes,yes,yes,,
,,,,testWithPeriodTypeRetainDuration1,yes,yes,yes,yes,,
,,,,testWithPeriodTypeRetainDuration2,yes,yes,yes,yes,,
,,,,testWithPeriodTypeRetainDuration3,yes,yes,yes,yes,,
,,,,testWithPeriodTypeRetainDuration4,yes,yes,yes,yes,,
,,,,testWithFieldsNormalized1,yes,yes,yes,yes,,
,,,,testWithFieldsNormalized2,yes,yes,yes,yes,,
,,,TestLongConverter.java,testGetPeriodType_Object,yes,yes,yes,yes,,
,,,,testSetInto_Object,yes,yes,yes,yes,,
,,,TestReadablePeriodConverter.java,testGetPeriodMillis_Object,yes,yes,yes,yes,,
09/05/2004 9:46:52,35e25b7acfd8df8b38e7f6ea0a4bce880f6823ff,"Simplify Period


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@482 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestDateTimeUtils.java,testGetInstantChronology_RI_long,yes,yes,yes,yes,,
,,,TestMutablePeriod_Basics.java,testAddTo1,yes,yes,yes,yes,,
,,,,testAddTo2,yes,yes,yes,yes,,
,,,,testAddTo3,yes,yes,yes,yes,,
,,,,testAddTo4,yes,yes,yes,yes,,
,,,,testAddToWithChronology1,yes,yes,yes,yes,,
,,,,testAddToWithChronology2,yes,yes,yes,yes,,
,,,,testAddToWithChronology3,yes,yes,yes,yes,,
,,,,testAddToRI1,yes,yes,yes,yes,,
,,,,testAddToRI2,yes,yes,yes,yes,,
,,,,testAddToRI3,yes,yes,yes,yes,,
,,,,testAddToRI4,yes,yes,yes,yes,,
,,,,testAddToRI5,yes,yes,yes,yes,,
,,,,testAddIntoRWI1,yes,yes,yes,yes,,
,,,,testAddIntoRWI2,yes,yes,yes,yes,,
,,,,testAddIntoRWI3,yes,yes,yes,yes,,
,,,,testToDurationMillisFrom,yes,yes,yes,yes,,
,,,TestPeriod_Basics.java,testAddTo1,yes,yes,yes,yes,,
,,,,testAddTo2,yes,yes,yes,yes,,
,,,,testAddTo3,yes,yes,yes,yes,,
,,,,testAddTo4,yes,yes,yes,yes,,
,,,,testAddToWithChronology1,yes,yes,yes,yes,,
,,,,testAddToWithChronology2,yes,yes,yes,yes,,
,,,,testAddToWithChronology3,yes,yes,yes,yes,,
,,,,testAddToRI1,yes,yes,yes,yes,,
,,,,testAddToRI2,yes,yes,yes,yes,,
,,,,testAddToRI3,yes,yes,yes,yes,,
,,,,testAddToRI4,yes,yes,yes,yes,,
,,,,testAddToRI5,yes,yes,yes,yes,,
,,,,testAddIntoRWI1,yes,yes,yes,yes,,
,,,,testAddIntoRWI2,yes,yes,yes,yes,,
,,,,testAddIntoRWI3,yes,yes,yes,yes,,
,,,,testToDurationMillisFrom,yes,yes,yes,yes,,
09/05/2004 11:48:29,119f68ba20f38f7b4b9d676d4a7b787e5e005b89,"Update duration following period changes


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@485 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestDuration_Basics.java,testToPeriod1,no,no,no,no,,renamed and modified
,,,,testToPeriod_PeriodType1,no,no,no,no,,refactor
09/05/2004 19:15:10,233ac67186840969dadbc86b371ad15c673ed0ca,"Add chronology to interval


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@487 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestReadableIntervalConverter.java,testGetIntervalMillis_Object,yes,yes,yes,yes,,
09/09/2004 17:45:56,8ef60672c1dd5407b0761b81408857be44562ecf,"Update API
- Instant now ISO UTC
- withXxx methods added to lots of classes
- uniform set of methods almost complete


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@498 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestInstant_Basics.java,testToCalendar_Locale,yes,yes,yes,yes,,
,,,,testToGregorianCalendar,yes,yes,yes,yes,,
,,,TestTimeOfDay.java,testResolve_long,yes,yes,yes,yes,,
,,,,testResolveInto_RWI,yes,yes,yes,yes,,
,,,,testResolveInto_nullRWI,yes,yes,yes,yes,,
,,,TestYearMonthDay.java,testResolve_long,yes,yes,yes,yes,,
,,,,testResolveInto_RWI,yes,yes,yes,yes,,
,,,,testResolveInto_nullRWI,yes,yes,yes,yes,,
09/11/2004 4:47:35,ae46a513a314dc36f12346b57ccacacf7ffb303a,"Fix interval to use chronology throughout


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@499 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestInterval_Basics.java,testToPeriod_PeriodType3,conflict,yes,yes,no,,
,,,,testAlways,conflict,yes,yes,no,,
,,,TestMutableInterval_Basics.java,testToPeriod_PeriodType3,conflict,yes,yes,no,,
09/12/2004 4:29:24,d7ca0e33ec72b0e4557bdd9c31bb3142765a28ee,"Add PartialConverter


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@505 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestTimeOfDay_Constructors.java,testConstructor_badconverterObject,yes,yes,yes,yes,,
,,,,testConstructor_badconverterObject_Chronology,yes,yes,yes,yes,,
,,,TestYearMonthDay_Constructors.java,testConstructor_badconverterObject,yes,yes,yes,yes,,
,,,,testConstructor_badconverterObject_Chronology,yes,yes,yes,yes,,
09/12/2004 10:45:16,9566157414404c5ea9b4003e4c3bdf334abcd67f,"Rework InstantConverter to reduce number of methods


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@507 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestCalendarConverter.java,testGetInstantMillis_Object,yes,yes,yes,yes,,
,,,,testGetInstantMillis_Object_Zone,yes,yes,yes,yes,,
,,,TestDateConverter.java,testGetInstantMillis_Object,yes,yes,yes,yes,,
,,,,testGetInstantMillis_Object_Zone,yes,yes,yes,yes,,
,,,,testGetChronology_Object,yes,yes,yes,yes,,
,,,TestLongConverter.java,testGetInstantMillis_Object,yes,yes,yes,yes,,
,,,,testGetInstantMillis_Object_Zone,yes,yes,yes,yes,,
,,,,testGetChronology_Object,yes,yes,yes,yes,,
,,,TestNullConverter.java,testGetInstantMillis_Object,yes,yes,yes,yes,,
,,,,testGetInstantMillis_Object_Zone,yes,yes,yes,yes,,
,,,,testGetChronology_Object,yes,yes,yes,yes,,
,,,TestReadableInstantConverter.java,testGetInstantMillis_Object,yes,yes,yes,yes,,
,,,,testGetInstantMillis_Object_Zone,yes,yes,yes,yes,,
,,,TestStringConverter.java,testGetChronology_Object,yes,yes,yes,yes,,
09/14/2004 17:59:21,b9e9ad74618b8922a061c3dcea2569891404eacd,"Increase test coverage


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@510 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestDateTimeFieldType.java,testTest,yes,yes,yes,yes,,
08/03/2005 17:24:28,df16fe1bb49ac761bed5f46e081bf2166428dd7d,"Add int override to withPivotYear, and tests


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@848 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestDateTimeFormatter.java,testWithGetMethods,no,no,no,no,,renamed
11/02/2005 11:26:37,beec594614e14f83c57ca24414179de8f9b564ea,"Remove ChronologyType - it created more issues than it solved


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@927 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestChronologyType.java,test_forName,yes,yes,yes,yes,,
,,,,test_getAvailableIDs,yes,yes,yes,yes,,
,,,,test_iso,yes,yes,yes,yes,,
,,,,test_gj,yes,yes,yes,yes,,
,,,,test_gregorian,yes,yes,yes,yes,,
,,,,test_julian,yes,yes,yes,yes,,
,,,,test_buddhist,yes,yes,yes,yes,,
,,,,test_coptic,yes,yes,yes,yes,,
,,,,test_ethiopic,yes,yes,yes,yes,,
,,,,test_other,yes,yes,yes,yes,,
,,,TestDateMidnight_Basics.java,testWithChronologyType_ChronologyType,yes,yes,yes,yes,,
,,,TestDateTimeUtils.java,testGetChronologyType_ChronologyType,yes,yes,yes,yes,,
,,,TestDateTime_Basics.java,testWithChronologyType_ChronologyType,yes,yes,yes,yes,,
,,,TestMutableDateTime_Sets.java,testSetChronologyType_ChronologyType1,yes,yes,yes,yes,,
,,,,testSetChronologyType_ChronologyType2,yes,yes,yes,yes,,
12/04/2005 16:02:08,8c5d6902ca81488fc8c9ffce33bfc0774afc2194,"Remove methods to handle time zone differences


git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@954 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestDateTimeUtils.java,testToGregorianCalendar,yes,yes,yes,yes,,
,,,,testToDateTime_Calendar,yes,yes,yes,yes,,
,,,TestDateTimeZone.java,testGetMillisJDKKeepLocal,yes,yes,yes,yes,,
07/29/2006 5:45:16,1710dc4fb6974e6d9e37752f2572f625ce79a52d,"Test and fix local string parsing

git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@1104 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestLocalTime_Constructors.java,testConstructor_Object2_DateTimeZone,conflict,yes,yes,no,,
11/07/2009 5:20:45,1cbee321d8b98ef84af8346d7270ed726c95176c,"Remove deprecations

git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@1408 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestChronology.java,testGetISO,yes,yes,yes,yes,,
,,,,testGetISOUTC,yes,yes,yes,yes,,
,,,,testGetISO_Zone,yes,yes,yes,yes,,
,,,,testGetGJ,yes,yes,yes,yes,,
,,,,testGetGJUTC,yes,yes,yes,yes,,
,,,,testGetGJ_Zone,yes,yes,yes,yes,,
,,,,testGetGregorian,yes,yes,yes,yes,,
,,,,testGetGregorianUTC,yes,yes,yes,yes,,
,,,,testGetGregorian_Zone,yes,yes,yes,yes,,
,,,,testGetJulian,yes,yes,yes,yes,,
,,,,testGetJulianUTC,yes,yes,yes,yes,,
,,,,testGetJulian_Zone,yes,yes,yes,yes,,
,,,,testGetBuddhist,yes,yes,yes,yes,,
,,,,testGetBuddhistUTC,yes,yes,yes,yes,,
,,,,testGetBuddhist_Zone,yes,yes,yes,yes,,
,,,,testGetCoptic,yes,yes,yes,yes,,
,,,,testGetCopticUTC,yes,yes,yes,yes,,
,,,,testGetCoptic_Zone,yes,yes,yes,yes,,
,,,TestDateTimeZoneCutover.java,test_LocalDate_toDateTimeAtMidnight_Gaza,yes,yes,yes,yes,,
,,,,test_LocalDate_toDateTimeAtMidnight_Turk,yes,yes,yes,yes,,
,,,TestLocalDate_Basics.java,testToDateTimeAtMidnight,yes,yes,yes,yes,,
,,,,testToDateTimeAtMidnight_Zone,yes,yes,yes,yes,,
,,,,testToDateTimeAtMidnight_nullZone,yes,yes,yes,yes,,
11/12/2009 4:36:23,77dde7d755f9d79c737b6d5cdf4c547664dd16be,"Initial version of the ported testset.

git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@1458 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestDateMidnight_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,TestDateTimeComparator.java,testClass,yes,yes,yes,yes,,
,,,,testSerialization1,yes,yes,yes,yes,,
,,,,testSerialization2,yes,yes,yes,yes,,
,,,TestDateTimeConstants.java,testConstructor,yes,yes,yes,yes,,
,,,TestDateTimeFieldType.java,test_other,yes,yes,yes,yes,,
,,,TestDateTimeUtils.java,testClass,yes,yes,yes,yes,,
,,,,testSystemMillisSecurity,yes,yes,yes,yes,,
,,,,testFixedMillisSecurity,yes,yes,yes,yes,,
,,,,testOffsetMillisSecurity,yes,yes,yes,yes,,
,,,TestDateTimeZone.java,testDefaultSecurity,yes,yes,yes,yes,,
,,,,testProvider,yes,yes,yes,yes,,
,,,,testProviderSecurity,yes,yes,yes,yes,,
,,,,testNameProvider,yes,yes,yes,yes,,
,,,,testNameProviderSecurity,yes,yes,yes,yes,,
,,,,testConstructor,yes,yes,yes,yes,,
,,,,testSerialization1,yes,yes,yes,yes,,
,,,,testSerialization2,yes,yes,yes,yes,,
,,,TestDateTime_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,TestDays.java,testSerialization,yes,yes,yes,yes,,
,,,,testToStandardWeeks,yes,yes,yes,yes,,
,,,,testToStandardHours,yes,yes,yes,yes,,
,,,,testToStandardMinutes,yes,yes,yes,yes,,
,,,,testToStandardDuration,yes,yes,yes,yes,,
,,,TestDurationFieldType.java,test_other,yes,yes,yes,yes,,
,,,TestDuration_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,TestHours.java,testSerialization,yes,yes,yes,yes,,
,,,,testToStandardWeeks,yes,yes,yes,yes,,
,,,,testToStandardDays,yes,yes,yes,yes,,
,,,,testToStandardMinutes,yes,yes,yes,yes,,
,,,,testToStandardDuration,yes,yes,yes,yes,,
,,,TestInstant_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,,testImmutable,yes,yes,yes,yes,,
,,,TestInterval_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,TestLocalDateTime_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,TestLocalDate_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,TestLocalTime_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,TestMinutes.java,testSerialization,yes,yes,yes,yes,,
,,,,testToStandardWeeks,yes,yes,yes,yes,,
,,,,testToStandardDays,yes,yes,yes,yes,,
,,,,testToStandardHours,yes,yes,yes,yes,,
,,,,testToStandardDuration,yes,yes,yes,yes,,
,,,TestMonths.java,testSerialization,yes,yes,yes,yes,,
,,,TestMutableDateTime_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,TestMutableInterval_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,TestMutablePeriod_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,TestPartial_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,TestPeriod_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,,testToStandardWeeks,yes,yes,yes,yes,,
,,,,testToStandardDays,yes,yes,yes,yes,,
,,,,testToStandardHours,yes,yes,yes,yes,,
,,,,testToStandardMinutes,yes,yes,yes,yes,,
,,,,testToStandardDuration,yes,yes,yes,yes,,
,,,TestSeconds.java,testSerialization,yes,yes,yes,yes,,
,,,,testToStandardWeeks,yes,yes,yes,yes,,
,,,,testToStandardDays,yes,yes,yes,yes,,
,,,,testToStandardHours,yes,yes,yes,yes,,
,,,,testToStandardMinutes,yes,yes,yes,yes,,
,,,,testToStandardDuration,yes,yes,yes,yes,,
,,,TestSerialization.java,testTest,yes,yes,yes,yes,,
,,,,testSerializedInstant,yes,yes,yes,yes,,
,,,,testSerializedDateTime,yes,yes,yes,yes,,
,,,,testSerializedDateTimeProperty,yes,yes,yes,yes,,
,,,,testSerializedMutableDateTime,yes,yes,yes,yes,,
,,,,testSerializedMutableDateTimeProperty,yes,yes,yes,yes,,
,,,,testSerializedDateMidnight,yes,yes,yes,yes,,
,,,,testSerializedDateMidnightProperty,yes,yes,yes,yes,,
,,,,testSerializedYearMonthDay,yes,yes,yes,yes,,
,,,,testSerializedTimeOfDay,yes,yes,yes,yes,,
,,,,testSerializedDateTimeZoneUTC,yes,yes,yes,yes,,
,,,,testSerializedDateTimeZone,yes,yes,yes,yes,,
,,,,testSerializedCopticChronology,yes,yes,yes,yes,,
,,,,testSerializedISOChronology,yes,yes,yes,yes,,
,,,,testSerializedGJChronology,yes,yes,yes,yes,,
,,,,testSerializedGJChronologyChangedInternals,yes,yes,yes,yes,,
,,,,testSerializedGregorianChronology,yes,yes,yes,yes,,
,,,,testSerializedJulianChronology,yes,yes,yes,yes,,
,,,,testSerializedBuddhistChronology,yes,yes,yes,yes,,
,,,,testSerializedPeriodType,yes,yes,yes,yes,,
,,,,testSerializedDateTimeFieldType,yes,yes,yes,yes,,
,,,,testSerializedUnsupportedDateTimeField,yes,yes,yes,yes,,
,,,TestTimeOfDay_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,TestWeeks.java,testSerialization,yes,yes,yes,yes,,
,,,,testToStandardDays,yes,yes,yes,yes,,
,,,,testToStandardHours,yes,yes,yes,yes,,
,,,,testToStandardMinutes,yes,yes,yes,yes,,
,,,,testToStandardDuration,yes,yes,yes,yes,,
,,,TestYearMonthDay_Basics.java,testSerialization,yes,yes,yes,yes,,
,,,TestYears.java,testSerialization,yes,yes,yes,yes,,
,,,TestCalendarConverter.java,testSingleton,yes,yes,yes,yes,,
,,,TestConverterManager.java,testSingleton,yes,yes,yes,yes,,
,,,,testAddInstantConverterSecurity,yes,yes,yes,yes,,
,,,,testRemoveInstantConverterSecurity,yes,yes,yes,yes,,
,,,,testAddPartialConverterSecurity,yes,yes,yes,yes,,
,,,,testRemovePartialConverterSecurity,yes,yes,yes,yes,,
,,,,testAddDurationConverterSecurity,yes,yes,yes,yes,,
,,,,testRemoveDurationConverterSecurity,yes,yes,yes,yes,,
,,,,testAddPeriodConverterSecurity,yes,yes,yes,yes,,
,,,,testRemovePeriodConverterSecurity,yes,yes,yes,yes,,
,,,,testAddIntervalConverterSecurity,yes,yes,yes,yes,,
,,,,testRemoveIntervalConverterSecurity,yes,yes,yes,yes,,
,,,TestConverterSet.java,testClass,yes,yes,yes,yes,,
,,,TestDateConverter.java,testSingleton,yes,yes,yes,yes,,
,,,TestLongConverter.java,testSingleton,yes,yes,yes,yes,,
,,,TestNullConverter.java,testSingleton,yes,yes,yes,yes,,
,,,TestReadableDurationConverter.java,testSingleton,yes,yes,yes,yes,,
,,,TestReadableInstantConverter.java,testSingleton,yes,yes,yes,yes,,
,,,TestReadableIntervalConverter.java,testSingleton,yes,yes,yes,yes,,
,,,TestReadablePartialConverter.java,testSingleton,yes,yes,yes,yes,,
,,,TestReadablePeriodConverter.java,testSingleton,yes,yes,yes,yes,,
,,,TestStringConverter.java,testSingleton,yes,yes,yes,yes,,
,,,TestMillisDurationField.java,testSerialization,yes,yes,yes,yes,,
,,,TestPreciseDurationField.java,testSerialization,yes,yes,yes,yes,,
,,,TestScaledDurationField.java,testSerialization,yes,yes,yes,yes,,
,,,TestDateTimeFormatStyle.java,testForStyle_stringLengths,yes,yes,yes,yes,,
,,,,testForStyle_invalidStrings,yes,yes,yes,yes,,
,,,,testForStyle_shortDate,yes,yes,yes,yes,,
,,,,testForStyle_shortTime,yes,yes,yes,yes,,
,,,,testForStyle_shortDateTime,yes,yes,yes,yes,,
,,,,testForStyle_mediumDate,yes,yes,yes,yes,,
,,,,testForStyle_mediumTime,yes,yes,yes,yes,,
,,,,testForStyle_mediumDateTime,yes,yes,yes,yes,,
,,,,testForStyle_longDate,yes,yes,yes,yes,,
,,,,testForStyle_longTime,yes,yes,yes,yes,,
,,,,testForStyle_longDateTime,yes,yes,yes,yes,,
,,,,testForStyle_fullDate,yes,yes,yes,yes,,
,,,,testForStyle_fullTime,yes,yes,yes,yes,,
,,,,testForStyle_fullDateTime,yes,yes,yes,yes,,
,,,,testForStyle_shortMediumDateTime,yes,yes,yes,yes,,
,,,,testForStyle_shortLongDateTime,yes,yes,yes,yes,,
,,,,testForStyle_shortFullDateTime,yes,yes,yes,yes,,
,,,,testForStyle_mediumShortDateTime,yes,yes,yes,yes,,
,,,,testForStyle_mediumLongDateTime,yes,yes,yes,yes,,
,,,,testForStyle_mediumFullDateTime,yes,yes,yes,yes,,
,,,TestBuilder.java,testFixed,yes,yes,yes,yes,,
,,,TestCompiler.java,testCompile,yes,yes,yes,yes,,
,,,TestUTCProvider.java,testClass,yes,yes,yes,yes,,
11/19/2009 9:24:27,3c026b7c6af49dab12d28554dd2b55edc4fd8ced,"Add script that generates the gwt tests from the annotated core tests. 
Update gwt tests.

git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@1469 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",MainTest.java,testChronology,yes,yes,yes,yes,,
11/13/2010 5:52:12,8672850dbabfddc9f38ee899a259b1dce992794a,"MonthDay and YearMonth should have stricter default parsing

git-svn-id: https://joda-time.svn.sourceforge.net/svnroot/joda-time/trunk@1588 1e1cfbb7-5c0e-0410-a2f0-f98d92ec03a1",TestMonthDay_Constructors.java,testConstructor_ObjectString2,yes,yes,yes,yes,,
,,,,testConstructor_ObjectString3,yes,yes,yes,yes,,
,,,,testConstructor_ObjectString4,yes,yes,yes,yes,,
,,,TestYearMonth_Constructors.java,testConstructor_ObjectString2,yes,yes,yes,yes,,
,,,,testConstructor_ObjectString3,yes,yes,yes,yes,,
,,,,testConstructor_ObjectString4,yes,yes,yes,yes,,
05/16/2011 11:58:24,72b22654962284bac59c2777131b42a2d1f53228,Remove Joda-Time contrib folder - active projects now independent at GitHub,TestAbstractPartial.java,testGetValue,,,,,,
,,,,testGetValues,,,,,,
,,,,testGetField,,,,,,
,,,,testGetFieldType,,,,,,
,,,,testGetFieldTypes,,,,,,
,,,,testGetPropertyEquals,,,,,,
,,,TestBasePartial.java,testSetMethods,,,,,,
,,,TestBaseSingleFieldPeriod.java,testFactory_between_RInstant,,,,,,
,,,,testFactory_between_RPartial,,,,,,
,,,,testFactory_standardPeriodIn_RPeriod,,,,,,
,,,,testValueIndexMethods,,,,,,
,,,,testFieldTypeIndexMethods,,,,,,
,,,,testIsSupported,,,,,,
,,,,testGet,,,,,,
,,,,testEqualsHashCode,,,,,,
,,,,testCompareTo,,,,,,
,,,,testToPeriod,,,,,,
,,,,testToMutablePeriod,,,,,,
,,,,testGetSetValue,,,,,,
,,,TestChronology.java,testTest,,,,,,
,,,,testGetISO,,,,,,
,,,,testGetISOUTC,,,,,,
,,,,testGetISO_Zone,,,,,,
,,,,testGetGJ,,,,,,
,,,,testGetGJUTC,,,,,,
,,,,testGetGJ_Zone,,,,,,
,,,,testGetGregorian,,,,,,
,,,,testGetGregorianUTC,,,,,,
,,,,testGetGregorian_Zone,,,,,,
,,,,testGetJulian,,,,,,
,,,,testGetJulianUTC,,,,,,
,,,,testGetJulian_Zone,,,,,,
,,,,testGetBuddhist,,,,,,
,,,,testGetBuddhistUTC,,,,,,
,,,,testGetBuddhist_Zone,,,,,,
,,,,testGetCoptic,,,,,,
,,,,testGetCopticUTC,,,,,,
,,,,testGetCoptic_Zone,,,,,,
,,,,testEqualsHashCode_ISO,,,,,,
,,,,testEqualsHashCode_Lenient,,,,,,
,,,,testEqualsHashCode_Strict,,,,,,
,,,,testEqualsHashCode_Limit,,,,,,
,,,,testEqualsHashCode_Zoned,,,,,,
,,,,testToString,,,,,,
,,,TestDateMidnight_Basics.java,testTest,,,,,,
,,,,testGet_DateTimeField,,,,,,
,,,,testGet_DateTimeFieldType,,,,,,
,,,,testGetters,,,,,,
,,,,testWithers,,,,,,
,,,,testEqualsHashCode,,,,,,
,,,,testCompareTo,,,,,,
,,,,testIsEqual,,,,,,
,,,,testIsBefore,,,,,,
,,,,testIsAfter,,,,,,
,,,,testToString,,,,,,
,,,,testToString_String,,,,,,
,,,,testToString_String_String,,,,,,
,,,,testToString_DTFormatter,,,,,,
,,,,testToInstant,,,,,,
,,,,testToDateTime,,,,,,
,,,,testToDateTimeISO,,,,,,
,,,,testToDateTime_DateTimeZone,,,,,,
,,,,testToDateTime_Chronology,,,,,,
,,,,testToMutableDateTime,,,,,,
,,,,testToMutableDateTimeISO,,,,,,
,,,,testToMutableDateTime_DateTimeZone,,,,,,
,,,,testToMutableDateTime_Chronology,,,,,,
,,,,testToDate,,,,,,
,,,,testToCalendar_Locale,,,,,,
,,,,testToGregorianCalendar,,,,,,
,,,,testToYearMonthDay,,,,,,
,,,,testToLocalDate,,,,,,
,,,,testToInterval,,,,,,
,,,,testWithMillis_long,,,,,,
,,,,testWithChronology_Chronology,,,,,,
,,,,testWithZoneRetainFields_DateTimeZone,,,,,,
,,,,testWithFields_RPartial,,,,,,
,,,,testWithField1,,,,,,
,,,,testWithField2,,,,,,
,,,,testWithFieldAdded1,,,,,,
,,,,testWithFieldAdded2,,,,,,
,,,,testWithFieldAdded3,,,,,,
,,,,testWithFieldAdded4,,,,,,
,,,,testWithDurationAdded_long_int,,,,,,
,,,,testWithDurationAdded_RD_int,,,,,,
,,,,testWithDurationAdded_RP_int,,,,,,
,,,,testPlus_long,,,,,,
,,,,testPlus_RD,,,,,,
,,,,testPlus_RP,,,,,,
,,,,testPlusYears_int,,,,,,
,,,,testPlusMonths_int,,,,,,
,,,,testPlusWeeks_int,,,,,,
,,,,testPlusDays_int,,,,,,
,,,,testMinus_long,,,,,,
,,,,testMinus_RD,,,,,,
,,,,testMinus_RP,,,,,,
,,,,testMinusYears_int,,,,,,
,,,,testMinusMonths_int,,,,,,
,,,,testMinusWeeks_int,,,,,,
,,,,testMinusDays_int,,,,,,
,,,,testProperty,,,,,,
,,,TestDateMidnight_Constructors.java,testTest,,,,,,
,,,,testConstructor,,,,,,
,,,,testConstructor_DateTimeZone,,,,,,
,,,,testConstructor_nullDateTimeZone,,,,,,
